Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
SproutsExtreme,SPEX,"$295,771",$0.00,"2,866,607,586 *",$53,-0.14%,8.48%,-9.79%
Catcoin,CAT,"$294,753",$0.05,"6,306,300",$34,-0.14%,8.48%,-21.22%
Nekonium,NUKO,"$291,208",$0.03,"8,988,522",$460,-21.37%,6.99%,-29.55%
SACoin,SAC,"$289,616",$0.04,"7,017,395",$36,-0.14%,27.42%,12.76%
SpaceCoin,SPACE,"$289,456",$0.01,"21,742,053",$155,-0.58%,-21.24%,-33.25%
Ccore,CCO,"$280,759",$0.23,"1,199,999 *",$84,-0.12%,7.76%,-42.49%
BumbaCoin,BUMBA,"$280,483",$0.01,"22,701,634",$78,-0.06%,5.61%,-13.84%
Datacoin,DTC,"$280,363",$0.01,"30,192,029",$93,-0.08%,?,?
Dollarcoin,DLC,"$277,185",$0.03,"9,106,714",$12,9.10%,12.65%,-36.08%
MustangCoin,MST,"$270,234",$0.43,"630,343",$27,7.28%,6.73%,-11.00%
Shadow Token,SHDW,"$264,342",$0.04,"7,000,000 *",$79,-0.08%,2.27%,-19.31%
Trident Group,TRDT,"$261,021",$0.31,"843,274 *",$260,36.18%,179.98%,-24.95%
Quatloo,QTL,"$255,650",$0.03,"7,718,883",$401,-0.14%,7.11%,-23.70%
SecretCoin,SCRT,"$248,318",$0.06,"4,228,672 *",$0,?,-0.32%,25.41%
Zurcoin,ZUR,"$235,140",$0.00,"87,653,034",$21,-0.08%,7.26%,-2.25%
BROTHER,BRAT,"$232,090",$0.00,"160,000,000 *",$276,-0.16%,-4.90%,-4.60%
ICOBID,ICOB,"$221,069",$0.00,"107,048,455 *",$448,6.93%,-0.70%,-23.15%
Evotion,EVO,"$213,576",$0.07,"3,250,246",$450,-0.59%,11.41%,-19.17%
Asiadigicoin,ADCN,"$208,610",$0.01,"24,931,054",$214,-0.13%,20.46%,2.48%
Cannation,CNNC,"$204,001",$0.08,"2,476,893",$172,-0.09%,8.49%,-11.69%
Yacoin,YAC,"$199,890",$0.00,"121,083,799",$3,-0.14%,8.45%,3.12%
Impact,IMX,"$192,579",$0.00,"109,552,546",$0,?,8.68%,-34.68%
Franko,FRK,"$191,877",$0.21,"930,767",$2,-0.14%,-9.49%,8.71%
StarCash Network,STARS,"$188,741",$0.21,"906,032 *",$12,-0.08%,-31.36%,-54.43%
Creatio,XCRE,"$185,680",$0.01,"20,520,514 *",$252,-0.16%,13.15%,-24.82%
IslaCoin,ISL,"$176,306",$0.12,"1,513,704 *",$0,?,8.56%,-31.01%
Luna Coin,LUNA,"$174,143",$0.10,"1,706,429",$374,-0.14%,8.46%,28.18%
Neuro,NRO,"$172,324",$0.00,"47,718,968",$414,-0.08%,6.95%,-19.30%
CompuCoin,CPN,"$172,026",$0.01,"19,615,019",$391,-0.08%,7.22%,-31.06%
Remicoin,RMC,"$171,959",$0.09,"1,874,726 *",$1,-0.14%,35.72%,1.75%
Elacoin,ELC,"$166,736",$0.41,"407,774",$468,-0.08%,13.40%,-24.16%
Bitcoin 21,XBTC21,"$165,518",$0.21,"793,108 *",$0,?,7.40%,-30.22%
Bolenum,BLN,"$163,685",$0.02,"10,000,000 *",$119,-0.08%,5.27%,-10.85%
Cthulhu Offer...,OFF,"$162,388",$0.06,"2,623,107",$357,-0.08%,0.44%,-10.16%
SOILcoin,SOIL,"$162,378",$0.03,"5,702,048",$393,-0.08%,14.03%,-21.58%
Money,$$$,"$156,240",$0.00,"45,887,218",$324,2.98%,18.48%,-15.55%
Marijuanacoin,MAR,"$154,877",$0.09,"1,631,601",$466,-0.08%,14.16%,-15.14%
Debitcoin,DBTC,"$152,216",$0.01,"17,999,629",$103,13.64%,1.80%,-16.02%
bitEUR,BITEUR,"$145,735",$1.35,"107,706 *",$80,-0.10%,-0.78%,5.02%
Firecoin,FIRE,"$142,205",$1.45,"98,412 *",$104,-0.14%,8.45%,-34.52%
Bitcedi,BXC,"$140,761",$0.02,"5,756,371",$126,-0.08%,7.10%,-21.28%
Flaxscript,FLAX,"$139,331",$0.02,"5,603,326",$305,-0.14%,-2.75%,-29.37%
BitQuark,BTQ,"$136,008",$0.01,"9,621,768",$66,-0.14%,6.12%,-4.84%
iDice,ICE,"$134,538",$0.09,"1,571,013 *",$217,-0.08%,14.14%,-18.62%
GuccioneCoin,GCC,"$131,860",$0.01,"20,285,537 *",$2,-0.08%,6.78%,-12.57%
Blackstar,BSTAR,"$130,168",$0.00,"630,795,971 *",$136,99.72%,91.35%,38.42%
AntiBitcoin,ANTI,"$129,745",$0.01,"17,465,159",$14,-0.08%,8.48%,-17.89%
ZetaMicron,ZMC,"$123,884",$0.00,"600,344,291 *",$364,-0.08%,8.45%,-19.78%
BitAsean,BAS,"$122,892",$0.02,"5,000,000 *",$165,0.15%,7.47%,-21.21%
Coinonat,CXT,"$122,527",$0.01,"8,623,200",$441,-1.46%,6.44%,-16.65%
HealthyWormCoin,WORM,"$117,270",$0.00,"113,657,730",$73,-0.08%,20.55%,2.12%
Spots,SPT,"$116,376",$0.01,"22,406,021",$279,-0.08%,1.04%,-31.98%
Californium,CF,"$116,318",$0.05,"2,429,649",$6,-0.14%,8.48%,18.18%
BenjiRolls,BENJI,"$113,964",$0.01,"20,276,099",$242,-0.14%,13.15%,-17.83%
Solarflarecoin,SFC,"$106,851",$0.01,"14,083,450",$456,-1.15%,-5.35%,-25.33%
CoExistCoin,COXST,"$106,297",$0.00,"27,100,000 *",$0,?,?,37.31%
JavaScript Token,JS,"$105,225",$0.01,"7,991,996 *",$148,0.15%,12.57%,-41.49%
Litecred,LTCR,"$102,922",$0.00,"30,227,750",$31,-0.08%,11.87%,7.77%
BillaryCoin,BLRY,"$98,357",$0.01,"8,993,179",$6,-0.08%,-3.37%,-24.71%
Pulse,PULSE,"$95,897",$0.01,"14,298,972",$55,-0.08%,8.38%,21.10%
Printerium,PRX,"$94,157",$0.01,"11,821,728",$301,-0.08%,5.38%,3.89%
VIP Tokens,VIP,"$93,674",$0.00,"83,450,403 *",$0,?,7.29%,-25.96%
DAPPSTER,DLISK,"$92,860",$0.00,"100,000,000 *",$16,-0.08%,22.04%,15.98%
Jewels,JWL,"$91,621",$0.00,"20,181,636 *",$20,-0.14%,-9.67%,-23.67%
Sojourn,SOJ,"$91,446",$0.19,"485,214",$8,7.81%,7.27%,-15.21%
MindCoin,MND,"$90,046",$0.01,"15,867,695",$4,-0.08%,12.57%,-22.72%
VectorAI,VEC2,"$85,767",$0.01,"16,964,297",$17,-0.14%,10.74%,-33.99%
ARbit,ARB,"$83,794",$0.01,"8,203,320",$134,-0.14%,35.90%,?
Useless Ether...,UET,"$83,546",$0.02,"3,965,716 *",$456,0.16%,-3.95%,-12.90%
EGO,EGO,"$80,479",$0.00,"60,000,001 *",$6,-0.08%,?,7.10%
MiloCoin,MILO,"$79,043",$0.01,"10,789,954",$94,-0.08%,10.03%,-42.59%
Wild Beast Block,WBB,"$76,525",$0.42,"181,919",$128,-0.14%,10.26%,-14.01%
PlayerCoin,PLACO,"$76,096",$0.00,"35,120,000",$51,-0.08%,21.87%,-11.38%
WARP,WARP,"$75,041",$0.07,"1,095,224 *",$0,?,7.68%,-22.10%
Dreamcoin,DRM,"$74,408",$0.03,"2,461,316 *",$74,-0.08%,11.13%,9.41%
Metal Music Coin,MTLMC3,"$73,317",$0.00,"79,719,140",$0,?,7.44%,-10.66%
Shilling,SH,"$73,263",$0.01,"5,917,250 *",$7,-0.14%,8.45%,-21.23%
Braincoin,BRAIN,"$72,906",$0.01,"10,094,424 *",$22,-0.08%,8.48%,-54.97%
Zayedcoin,ZYD,"$68,288",$0.01,"6,243,840",$26,-0.14%,8.45%,-1.40%
JobsCoin,JOBS,"$65,633",$0.00,"106,019,270",$12,-0.08%,8.50%,-9.79%
PIECoin,PIE,"$64,949",$0.01,"11,043,618 *",$54,-0.08%,40.53%,12.24%
PonziCoin,PONZI,"$64,947",$0.08,"861,099",$32,-0.14%,20.70%,-6.99%
TAGRcoin,TAGR,"$63,837",$0.00,"38,669,634 *",$1,-0.08%,?,-0.20%
Ride My Car,RIDE,"$62,697",$0.00,"101,276,976 *",$12,-0.08%,-17.82%,-9.79%
LetItRide,LIR,"$60,625",$0.00,"36,723,602 *",$148,-0.08%,22.07%,20.28%
PosEx,PEX,"$59,483",$0.02,"2,453,240",$49,-0.14%,-5.58%,-14.27%
CryptoEscudo,CESC,"$59,474",$0.00,"144,105,100",$40,-0.14%,44.60%,-31.70%
Credence Coin,CRDNC,"$59,403",$0.02,"3,427,006 *",$92,-0.14%,36.37%,-0.56%
Orlycoin,ORLY,"$56,717",$0.00,"36,646,779",$9,-0.14%,?,-9.79%
Unrealcoin,URC,"$55,807",$0.01,"7,024,402",$97,-0.14%,-10.21%,-14.01%
KingN Coin,KNC,"$54,598",$27.18,"2,009 *",$103,-0.08%,14.35%,-13.29%
Steps,STEPS,"$53,807",$0.00,"18,625,017 *",$1,-0.14%,8.48%,5.25%
ExchangeN,EXN,"$52,621",$0.01,"5,100,000 *",$81,-0.14%,8.45%,-19.29%
G3N,G3N,"$49,934",$0.01,"7,561,891",$8,-0.08%,5.53%,-12.52%
BowsCoin,BSC,"$49,584",$0.01,"5,550,102",$0,?,9.22%,-5.45%
BiosCrypto,BIOS,"$49,412",$0.00,"20,821,709 *",$9,-0.14%,38.61%,-13.55%
PLNcoin,PLNC,"$49,372",$0.00,"17,089,600",$169,-0.14%,-8.01%,-17.37%
Bitvolt,VOLT,"$46,031",$0.00,"16,523,308 *",$80,-0.14%,-5.52%,-32.97%
Xonecoin,XOC,"$45,502",$0.11,"420,000 *",$2,-0.08%,-18.22%,-17.41%
Zonecoin,ZNE,"$44,525",$0.02,"2,581,970",$0,?,9.22%,7.69%
OsmiumCoin,OS76,"$44,369",$0.05,"894,026",$111,-0.14%,-12.92%,-23.02%
CryptoWorldX ...,CWXT,"$43,068",$0.00,"59,630,200 *",$164,-0.08%,-5.06%,-35.15%
Destiny,DES,"$42,262",$0.03,"1,600,000",$10,-0.08%,-8.95%,-12.94%
ImpulseCoin,IMPS,"$41,449",$0.00,"20,245,510",$0,?,7.59%,-5.79%
CRTCoin,CRT,"$39,259",$0.50,"79,270",$21,-0.14%,8.48%,-9.79%
Torcoin,TOR,"$39,147",$0.12,"316,179",$239,-0.08%,-27.16%,-30.19%
RSGPcoin,RSGP,"$37,490",$21.67,"1,730 *",$55,-0.08%,-22.98%,25.85%
SydPak,SDP,"$33,661",$0.21,"160,314 *",$129,-0.08%,39.43%,0.30%
iBank,IBANK,"$33,158",$0.01,"4,526,324",$8,-0.08%,4.08%,-9.79%
High Voltage,HVCO,"$32,375",$0.02,"1,494,171 *",$106,-0.14%,21.82%,-12.30%
Dollar Online,DOLLAR,"$32,354",$0.04,"753,776",$21,-0.14%,-12.74%,-33.67%
Coimatic 3.0,CTIC3,"$29,476",$0.01,"2,259,512 *",$148,-0.08%,46.04%,1.90%
SocialCoin,SOCC,"$25,577",$0.02,"1,384,879",$158,-0.08%,-6.98%,-41.45%
Elysium,ELS,"$24,380",$0.01,"4,005,012",$142,3.42%,-2.93%,-19.32%
FuturXe,FXE,"$24,193",$0.10,"235,421 *",$1,-0.08%,10.76%,-19.70%
P7Coin,P7C,"$21,804",$0.00,"35,220,238",$15,-0.08%,-7.00%,-14.82%
Antilitecoin,ALTC,"$19,508",$0.00,"31,512,613",$45,-0.08%,8.48%,-1.81%
BioBar,BIOB,"$18,369",$0.02,"885,756 *",$45,-0.14%,-22.41%,-7.49%
NodeCoin,NODC,"$15,555",$0.01,"1,678,439",$0,?,2.54%,-12.40%
Magnum,MGM,"$12,715",$0.00,"4,107,646",$15,-0.08%,8.48%,-12.41%
Coimatic 2.0,CTIC2,"$11,170",$0.00,"13,532,750",$462,-0.08%,-11.13%,-24.31%
Selfiecoin,SLFI,"$11,126",$0.00,"107,829,281",$52,-0.14%,8.48%,-9.79%
GeyserCoin,GSR,"$9,977",$0.21,"46,864",$0,?,7.42%,-34.09%
CCMiner,CCM100,"$7,384",$0.00,"3,360,417 *",$22,-0.35%,248.31%,-29.70%
CaliphCoin,CALC,"$4,188",$0.00,"6,651,808",$145,-0.08%,-17.26%,-23.14%
PizzaCoin,PIZZA,"$3,696",$0.00,"1,377,917",$154,-0.08%,17.52%,-4.44%
Digital Credits,DGCS,"$3,607",$0.00,"5,826,388",$7,-0.08%,8.48%,-0.02%
Abncoin,ABN,"$1,886",$0.03,"67,700",$99,-0.08%,-5.13%,-16.65%
Ebittree Coin,EBT,"$1,696",$0.00,"1,264,511",$400,-0.08%,8.48%,34.42%
Nucleus Vision,NCASH,$?,$0.04,? *,"$193,982,000",-5.95%,?,?
Huobi Token,HT,$?,$2.40,? *,"$151,332,000",-0.30%,8.49%,-4.43%
Arcblock,ABT,$?,$1.30,? *,"$99,466,400",5.59%,?,?
Elastos,ELA,$?,$78.62,?,"$98,182,400",2.01%,9.06%,16.29%
ATMCoin,ATMC,$?,$5.58,? *,"$61,236,400",0.01%,6.50%,-13.11%
Hyper Pay,HPY,$?,$0.05,? *,"$43,232,600",3.68%,7.80%,-11.69%
True Chain,TRUE,$?,$0.85,? *,"$33,595,900",-0.21%,1.54%,-20.01%
EDUCare,EKT,$?,$0.16,? *,"$21,302,900",-0.65%,-0.94%,-6.87%
W3Coin,W3C,$?,$0.00,? *,"$10,981,300",-1.73%,-6.03%,-59.89%
Ruff,RUFF,$?,$0.12,? *,"$10,532,900",1.09%,7.99%,-13.26%
WaykiChain,WIC,$?,$0.44,? *,"$7,390,660",-0.34%,10.81%,-10.55%
LinkEye,LET,$?,$0.07,? *,"$6,987,670",0.13%,5.39%,-19.42%
OceanChain,OC,$?,$0.02,? *,"$6,302,620",-2.54%,3.44%,-10.70%
TopChain,TOPC,$?,$0.04,? *,"$5,930,660",-0.13%,9.62%,-18.18%
AI Doctor,AIDOC,$?,$0.08,? *,"$5,850,300",-0.02%,5.90%,-2.58%
Bitcoin Diamond,BCD,$?,$26.96,?,"$5,057,300",-3.33%,1.78%,-34.93%
Nework,NKC,$?,$0.07,? *,"$4,726,870",-0.16%,5.98%,-16.75%
CPChain,CPC,$?,$0.24,? *,"$3,645,530",0.40%,5.83%,-3.05%
SmartMesh,SMT,$?,$0.05,? *,"$3,403,300",-0.16%,8.63%,-21.32%
Lightning Bit...,LBTC,$?,$340.88,?,"$3,309,930",0.30%,4.96%,5.49%
ChatCoin,CHAT,$?,$0.20,? *,"$3,023,950",-0.07%,3.15%,-16.56%
Electronic PK...,EPC,$?,$0.13,? *,"$2,627,760",-0.01%,5.33%,-10.27%
Titanium Bloc...,BAR,$?,$0.10,? *,"$2,605,650",0.15%,-60.67%,-88.64%
StarChain,STC,$?,$0.09,? *,"$2,469,260",-0.42%,-1.86%,-27.16%
Experty,EXY,$?,$0.68,? *,"$2,228,950",1.06%,?,?
Universa,UTNP,$?,$0.04,? *,"$2,223,740",-0.52%,6.33%,-11.38%
Acute Angle C...,AAC,$?,$0.18,? *,"$2,153,650",0.92%,6.22%,5.67%
HalalChain,HLC,$?,$0.28,? *,"$1,988,160",1.04%,-0.14%,-16.25%
Genaro Network,GNX,$?,$0.35,? *,"$1,856,330",-0.18%,6.12%,-19.37%
FairGame,FAIR,$?,$0.03,? *,"$1,818,350",2.95%,5.66%,-41.78%
CFun,CFUN,$?,$0.02,? *,"$1,810,450",1.02%,6.83%,-16.10%
Matryx,MTX,$?,$0.62,? *,"$1,789,060",0.92%,3.35%,-28.05%
Fusion,FSN,$?,$3.76,? *,"$1,750,690",4.75%,9.75%,4.92%
Tezos (Pre-La...,XTZ,$?,$4.12,? *,"$1,637,790",2.55%,-9.83%,7.93%
RealChain,RCT,$?,$0.07,? *,"$1,401,790",-0.74%,6.03%,-23.72%
BOScoin,BOS,$?,$0.34,? *,"$1,400,300",-1.72%,-19.68%,-42.34%
THEKEY,TKY,$?,$0.03,? *,"$1,380,360",2.24%,2.56%,-21.69%
Yee,YEE,$?,$0.02,? *,"$1,344,300",-0.55%,11.90%,-28.02%
Animation Vis...,AVH,$?,$0.02,? *,"$1,293,940",-0.26%,11.98%,0.96%
Gems,GEM,$?,$0.04,? *,"$1,284,030",-0.78%,-2.24%,?
OFCOIN,OF,$?,$0.00,? *,"$1,265,180",-0.34%,1.79%,-6.41%
AWARE,AWR,$?,$0.03,? *,"$1,252,770",-4.97%,2.88%,-7.14%
LightChain,LIGHT,$?,$0.00,? *,"$1,158,910",3.71%,-5.99%,-26.97%
Fargocoin,FRGC,$?,$8.71,?,"$1,040,600",0.31%,4.14%,1.85%
EchoLink,EKO,$?,$0.06,? *,"$1,021,140",0.22%,3.69%,-29.29%
Show,SHOW,$?,$0.00,? *,"$962,891",-3.91%,1.93%,-35.78%
Kcash,KCASH,$?,$0.17,? *,"$952,141",-0.44%,6.24%,-13.44%
Matrix AI Net...,MAN,$?,$0.90,? *,"$838,352",0.70%,-0.91%,-17.00%
ShareX,SEXC,$?,$0.02,? *,"$814,711",2.60%,8.59%,-9.68%
United Bitcoin,UBTC,$?,$73.54,?,"$805,281",0.03%,-1.35%,-7.40%
UG Token,UGT,$?,$0.83,? *,"$778,479",0.16%,4.13%,-2.24%
BitcoinX,BCX,$?,$0.01,?,"$650,564",2.22%,6.53%,-37.04%
Measurable Da...,MDT,$?,$0.10,? *,"$629,007",2.63%,4.94%,-21.37%
SpaceChain,SPC,$?,$0.19,? *,"$626,686",0.15%,0.44%,-18.08%
Hi Mutual Soc...,HMC,$?,$0.08,? *,"$603,984",2.13%,7.14%,-19.39%
ENTCash,ENT,$?,$0.08,? *,"$585,272",-1.58%,-2.04%,-36.22%
UnlimitedIP,UIP,$?,$0.06,? *,"$563,591",1.30%,12.84%,-12.23%
IPChain,IPC,$?,$0.98,? *,"$561,697",0.24%,4.60%,30.57%
MergeCoin,MGC,$?,$0.14,? *,"$530,943",8.27%,54.49%,70.61%
Mixin,XIN,$?,$599.47,? *,"$524,946",0.10%,12.27%,-34.28%
Content and A...,CAN,$?,$0.03,? *,"$511,805",0.00%,9.21%,-8.53%
Remme,REM,$?,$0.03,? *,"$492,389",2.90%,?,?
Molecular Future,MOF,$?,$0.37,? *,"$474,583",0.51%,0.14%,-1.38%
Bankex,BKX,$?,$1.31,? *,"$457,019",-2.63%,21.06%,21.99%
Litecoin Cash,LCC,$?,$2.54,?,"$449,063",3.13%,-16.83%,?
ATN,ATN,$?,$1.28,? *,"$444,137",1.37%,5.75%,-14.80%
Read,READ,$?,$0.04,? *,"$441,341",2.52%,6.65%,-17.57%
Mobius,MOBI,$?,$0.16,? *,"$420,772",-0.48%,5.27%,-26.05%
Super Bitcoin,SBTC,$?,$18.55,?,"$413,668",-5.15%,-38.99%,-23.14%
PressOne,PRS,$?,$0.36,? *,"$388,800",-0.51%,5.07%,-45.31%
RED MWAT,MWAT,$?,$0.06,? *,"$356,509",1.02%,4.68%,1.17%
Envion,EVN,$?,$0.77,? *,"$351,133",0.23%,12.19%,-16.94%
MOAC,MOAC,$?,$13.70,? *,"$316,516",1.24%,-0.65%,-8.03%
ValueChain,VLC,$?,$0.08,? *,"$311,328",2.44%,11.19%,-5.98%
Scry.info,DDD,$?,$0.28,? *,"$292,010",-0.30%,6.33%,-10.69%
COMSA [ETH],CMS,$?,$0.99,? *,"$270,644",-0.45%,1.01%,-23.18%
MSD,MSD,$?,$0.02,? *,"$269,242",2.34%,33.82%,307.22%
Pundi X,PXS,$?,$1.70,? *,"$260,410",1.44%,-0.37%,-10.96%
iQuant,IQT,$?,$0.14,? *,"$251,792",1.92%,12.77%,-16.63%
Republic Prot...,REN,$?,$0.08,? *,"$251,102",-2.07%,3.02%,?
COMSA [XEM],CMS,$?,$1.00,? *,"$232,500",0.55%,2.46%,-20.96%
Tidex Token,TDX,$?,$0.84,? *,"$219,385",0.37%,5.51%,?
Filecoin [Fut...,FIL,$?,$17.86,?,"$194,077",-0.08%,2.20%,-19.07%
Qube,QUBE,$?,$0.06,? *,"$189,057",-0.85%,-0.34%,-13.60%
SelfSell,SSC,$?,$0.08,? *,"$187,525",-5.47%,1.24%,-13.36%
Numus,NMS,$?,$2.88,? *,"$177,083",0.24%,16.25%,-18.04%
Fortuna,FOTA,$?,$0.07,? *,"$172,729",-3.04%,3.85%,-33.46%
Etherecash,ECH,$?,$0.83,? *,"$170,827",-1.91%,14.27%,-10.17%
TokenClub,TCT,$?,$0.03,? *,"$161,577",-0.59%,2.13%,-17.89%
Infinity Econ...,XIN,$?,$0.02,? *,"$157,849",-0.14%,9.37%,25.16%
Neurotoken,NTK,$?,$0.42,? *,"$157,355",0.32%,2.61%,-37.95%
InfChain,INF,$?,$0.01,?,"$149,360",-0.52%,5.61%,-4.75%
Tigereum,TIG,$?,$0.20,? *,"$148,607",0.07%,10.44%,12.48%
Peerguess,GUESS,$?,$0.06,? *,"$143,270",-19.69%,132.39%,?
SegWit2x,B2X,$?,$4.27,?,"$142,293",69.89%,-13.78%,-50.42%
Aidos Kuneen,ADK,$?,$54.68,? *,"$140,914",-0.83%,?,-18.48%
ugChain,UGC,$?,$0.08,? *,"$132,827",-2.59%,0.55%,-17.46%
BigONE Token,BIG,$?,$3.03,? *,"$118,508",-0.36%,6.47%,-25.70%
Jingtum Tech,SWTC,$?,$0.01,? *,"$106,754",-0.03%,-0.55%,-9.53%
RefToken,REF,$?,$18.10,? *,"$104,643",2.26%,-7.02%,-27.78%
MktCoin,MLM,$?,$0.04,?,"$99,721",0.03%,8.82%,-6.30%
GeoCoin,GEO,$?,$2.70,?,"$96,811",-0.22%,9.12%,?
BlockCDN,BCDN,$?,$0.10,? *,"$94,810",0.55%,7.99%,-6.98%
StrikeBitClub,SBC,$?,$0.01,?,"$92,083",1.11%,-1.32%,-39.85%
Candy,CANDY,$?,$0.00,? *,"$90,174",0.16%,-10.88%,-34.67%
Copytrack,CPY,$?,$0.28,? *,"$87,855",-0.25%,-3.14%,?
Alphacat,ACAT,$?,$0.01,? *,"$87,646",-6.17%,-0.88%,-14.07%
DIMCOIN,DIM,$?,$0.01,? *,"$78,236",-1.06%,10.38%,-15.66%
WETH,WETH,$?,$877.70,? *,"$78,131",0.15%,8.86%,-6.94%
ClubCoin,CLUB,$?,$1.04,? *,"$68,341",-3.43%,-1.61%,-22.77%
TechShares,THS,$?,$0.48,? *,"$64,539",-0.14%,5.19%,-18.04%
InvestDigital,IDT,$?,$0.06,? *,"$64,477",-3.00%,1.86%,-11.67%
Tokenbox,TBX,$?,$0.58,? *,"$60,272",1.21%,-11.18%,-13.45%
EA Coin,EAG,$?,$0.46,?,"$59,925",8.54%,68.64%,6.90%
ACChain,ACC,$?,$1.53,? *,"$53,740",84.89%,28.00%,-42.91%
Shekel,JEW,$?,$0.03,? *,"$52,637",-2.40%,-2.25%,-50.38%
CryptopiaFeeS...,CEFS,$?,"$2,060.41",? *,"$51,900",-0.13%,17.03%,6.08%
Sphre AIR,XID,$?,$0.21,? *,"$48,302",-0.15%,3.68%,-18.14%
Infinitecoin,IFC,$?,$0.00,?,"$48,194",-5.81%,11.71%,-26.47%
Maggie,MAG,$?,$0.03,? *,"$45,832",0.96%,13.92%,-18.11%
Cashaa,CAS,$?,$0.11,? *,"$45,566",0.24%,-1.25%,-15.04%
Escroco,ESC,$?,$0.31,? *,"$42,086",-3.31%,-13.54%,0.23%
WINCOIN,WC,$?,$1.18,?,"$41,423",-0.48%,-0.71%,-9.27%
StrongHands,SHND,$?,$8.51e-7,?,"$40,849",0.67%,2.32%,-1.01%
Crave,CRAVE,$?,$0.37,? *,"$40,569",17.34%,55.24%,-30.17%
TimesCoin,TMC,$?,$1.16,? *,"$39,892",2.81%,9.35%,-13.51%
Jiyo,JIYO,$?,$0.03,?,"$36,308",-0.08%,-0.37%,97.75%
Crypterium,CRPT,$?,$0.61,? *,"$34,303",0.24%,6.46%,-11.52%
Gladius Token,GLA,$?,$1.01,? *,"$30,529",0.16%,2.83%,-13.09%
Kzcash,KZC,$?,$3.29,?,"$29,179",3.03%,15.37%,-7.12%
LinkedCoin,LKC,$?,$0.00,?,"$29,031",-11.88%,-41.40%,350.90%
BT2 [CST],BT2,$?,$75.21,? *,"$27,951",-0.08%,28.01%,4.63%
Superior Coin,SUP,$?,$0.00,?,"$27,851",-3.53%,9.83%,-46.76%
Cashme,CME,$?,$0.00,?,"$24,630",-0.14%,-24.55%,982.12%
Fonziecoin,FONZ,$?,$0.00,? *,"$23,969",-0.08%,12.92%,1.79%
Datawallet,DXT,$?,$0.08,? *,"$23,384",0.16%,-6.28%,-26.06%
GameChain System,GCS,$?,$0.02,? *,"$23,289",-0.06%,15.57%,-21.93%
Animecoin,ANI,$?,$0.01,?,"$22,928",0.85%,-0.25%,61.50%
SwapToken,TOKEN,$?,$0.00,? *,"$22,428",-2.02%,12.05%,-13.52%
Vulcano,VULC,$?,$0.00,?,"$22,420",0.60%,-17.93%,-34.32%
Pabyosi Coin ...,PCS,$?,$0.19,?,"$21,637",23.86%,30.62%,-1.16%
IDEX Membership,IDXM,$?,"$4,108.08",? *,"$20,365",0.16%,-4.97%,-21.94%
Bitcoin White,BTW,$?,$0.13,?,"$16,901",1.32%,9.24%,-21.07%
B3Coin,KB3,$?,$0.01,?,"$16,415",-0.08%,1.84%,-29.47%
DMarket,DMT,$?,$0.54,? *,"$15,654",0.16%,-7.82%,?
Golos Gold,GBG,$?,$0.11,? *,"$14,446",-0.41%,2.71%,-22.49%
Levocoin,LEVO,$?,$0.00,?,"$14,114",-1.08%,-6.77%,-11.19%
ZenGold,ZENGOLD,$?,$0.05,? *,"$13,999",2.79%,2.24%,-6.97%
Tokugawa,TOK,$?,$1.21,? *,"$13,748",6.11%,8.09%,-0.75%
Maverick Chain,MVC,$?,$0.08,? *,"$13,719",0.29%,6.59%,-21.81%
Swisscoin,SIC,$?,$0.00,?,"$13,692",-0.08%,6.11%,-26.72%
Bitair,BTCA,$?,$0.00,? *,"$13,631",8.99%,19.66%,3.57%
DRP Utility,DRPU,$?,$0.62,? *,"$11,568",-1.42%,14.41%,-6.17%
TerraNova,TER,$?,$26.24,?,"$11,538",-3.33%,12.45%,-9.93%
Vezt,VZT,$?,$0.17,? *,"$11,456",0.21%,7.67%,-23.35%
T-coin,TCOIN,$?,$0.00,?,"$11,017",-0.14%,8.48%,7.10%
Bitcoin Atom,BCA,$?,$18.28,?,"$8,853",-3.33%,-7.47%,-30.19%
Harvest Maste...,HC,$?,$0.52,?,"$8,690",-0.06%,5.06%,-28.31%
DavorCoin,DAV,$?,$0.05,? *,"$8,456",4.23%,8.73%,-29.97%
BitSoar,BSR,$?,$0.17,?,"$8,439",0.89%,10.88%,-11.48%
Phantomx,PNX,$?,$0.05,?,"$7,746",3.64%,9.20%,2.15%
BioCoin,BIO,$?,$0.02,? *,"$7,727",-0.97%,5.75%,-20.63%
ShellCoin,SHELL,$?,$0.08,? *,"$7,584",11.74%,14.91%,136.71%
ZSEcoin,ZSE,$?,$0.03,?,"$7,354",-0.15%,6.93%,-25.64%
Galactrum,ORE,$?,$0.84,?,"$6,940",-0.08%,-9.36%,-49.36%
Zap,ZAP,$?,$0.26,? *,"$6,775",-0.13%,28.26%,1.41%
Royalties,XRY,$?,$0.00,?,"$5,773",-0.14%,63.45%,18.23%
OX Fina,OX,$?,$0.00,? *,"$5,722",-0.14%,9.00%,-20.06%
Cloud,CLD,$?,$0.09,? *,"$5,543",0.12%,-1.71%,-40.67%
PeepCoin,PCN,$?,$0.00,? *,"$5,259",4.28%,2.27%,-12.48%
Sparks,SPK,$?,$0.39,?,"$5,244",2.66%,-0.05%,-29.03%
DeltaCredits,DCRE,$?,$0.25,? *,"$5,093",-0.14%,17.98%,26.70%
